url	nama	harga	jenis	address	aircon	free_wifi	kamar_mandi_dalam	Spring Bed_fkamar	Perabot_fkamar	TV_fkamar	Pemanas Air (Water Heater)_fkamar	Kulkas_fkamar	Keamanan_fkost	Parkir Motor_fkost	Ruang Tamu_fkost	Ruang Makan_fkost	Dapur_fkost	Air Minum_fkost	Pembantu_fkost	Parkir Mobil_fkost	Cuci Setrika_fkost	Mesin Cuci (Cuci Sendiri)_fkost	Televisi_fkost
https://www.sewakost.com/jakarta/selatan/kost-feby-alley-khusus-putri-86240.html	Kost Feby Alley... Khusus Putri...	1000000	Kost Putri	Jl. Antene II Bawah No.15 RT.03/08 Kramat Pela, Kebayoran Baru, Jakarta Selatan 12130	Ya	Ya	Tidak	Ya	Ya	Tidak	Tidak	Tidak	Tidak	Tidak	Tidak	Tidak	Ya	Tidak	Tidak	Tidak	Tidak	Tidak	Tidak
https://www.sewakost.com/jakarta/selatan/kost-premium-termurah-daerah-mampang-jakarta-selatan-86233.html	Kost Premium Termurah Daerah Mampang Jakarta Selatan	1650000	Kost Campur	Jalan Bank III No 1 Kelurahan Pela Mampang, Mampang Prapatan	Ya	Ya	Ya	Ya	Ya	Ya	Ya	Tidak	Ya	Ya	Ya	Tidak	Ya	Ya	Ya	Ya	Tidak	Tidak	Tidak
https://www.sewakost.com/jakarta/selatan/sewa-kost-putri-ac-amp-non-ac-ekonomis-di-mampang-jakarta-selatan-86583.html	Sewa Kost Putri AC & Non AC Ekonomis di Mampang Jakarta selatan	1300000	Kost Putri	Jl. A. N.7C, RT.008 RW/002, Tegal Parang, Mampang Prapatan, Jakarta Selatan	Ya	Ya	Tidak	Ya	Ya	Tidak	Tidak	Tidak	Ya	Ya	Tidak	Tidak	Tidak	Tidak	Tidak	Tidak	Tidak	Tidak	Tidak
https://www.sewakost.com/jakarta/selatan/kost-rumah-kita-1a-86418.html	Kost Rumah Kita 1A	1800000	Kost Campur	Pondok Jaya 3 No 1A, Pela Mampang, Mampang Prapatan, Jakarta Selata	Ya	Ya	Ya	Ya	Ya	Tidak	Tidak	Tidak	Tidak	Ya	Tidak	Tidak	Tidak	Tidak	Tidak	Tidak	Tidak	Tidak	Tidak
https://www.sewakost.com/jakarta/selatan/kost-arin-cilandak-timur-jakarta-selatan-42821.html	Kost Arin - Cilandak Timur jakarta selatan	1600000	Kost Campur	Jalan Lapangan tembak no 73/27 RT13/RW01 Cilandak Timur jakarta Selatan	Ya	Ya	Ya	Ya	Ya	Tidak	Tidak	Tidak	Ya	Ya	Tidak	Tidak	Ya	Tidak	Tidak	Tidak	Tidak	Tidak	Tidak
https://www.sewakost.com/jakarta/selatan/comfy-kost-cinere-38977.html	Comfy Kost - Cinere	1700000	Kost Campur	Comfy Kost - jl. H. Saleh 2 No. 55, RT 07 / RW 07, Pangkalan Jati, Cinere, Kota Depok 16514	Ya	Ya	Ya	Ya	Ya	Ya	Tidak	Tidak	Ya	Ya	Ya	Ya	Ya	Tidak	Tidak	Ya	Ya	Tidak	Ya
https://www.sewakost.com/jakarta/selatan/bintaro-kost-kost-strategis-di-bintaro-jakarta-selatan-6289.html	Bintaro Kost - Kost Strategis di Bintaro Jakarta Selatan	1400000	Kost Campur	Jl. Kesehatan 3 No 29A Pesanggrahaan Bintaro	Ya	Ya	Tidak	Ya	Ya	Tidak	Tidak	Tidak	Ya	Ya	Ya	Ya	Ya	Ya	Ya	Ya	Tidak	Tidak	Ya
https://www.sewakost.com/jakarta/selatan/kost-exclusive-strategis-dekat-perkantoran-dan-area-wisata-66336.html	Kost exclusive, strategis, dekat perkantoran dan area wisata	1850000	Kost Campur	Kebagusan Wates No. 43 RT 011 RW 005 Jagakarsa Jakarta Selatan	Ya	Ya	Ya	Tidak	Tidak	Tidak	Tidak	Tidak	Tidak	Tidak	Tidak	Tidak	Tidak	Tidak	Tidak	Tidak	Tidak	Tidak	Tidak
https://www.sewakost.com/jakarta/selatan/homy-residence-kost-idaman-dekat-stasiun-mrt-fatmawati-39505.html	HOMY Residence-Kost Idaman Dekat Stasiun MRT Fatmawati	2500000	Kost Campur	Alamat:  Jl, Banjarsari 2 No.5 . RT 02 RW 08. Kelurahan Cilandak Barat (dekat Jl. Raya Fatmawati), Kecamatan Cilandak – Jakarta Selatan 12430	Ya	Ya	Ya	Ya	Ya	Tidak	Ya	Tidak	Ya	Ya	Ya	Ya	Ya	Tidak	Ya	Ya	Tidak	Tidak	Ya
https://www.sewakost.com/jakarta/selatan/kost-puspita-19-93462.html	Kost Puspita 19	1500000	Kost Putri	Taman Shangrila Unit I, Jl. Shangrila III/105, Petukangan Selatan, Jakarta Selatan	Ya	Ya	Ya	Ya	Ya	Ya	Ya	Ya	Ya	Ya	Ya	Tidak	Ya	Ya	Ya	Ya	Ya	Ya	Tidak
https://www.sewakost.com/jakarta/selatan/kost-cilandak-23243.html	KOST CILANDAK	950000	Kost Campur	Jalan Cilandak Tengah 1 NO 17 (Belakang Citos)	Tidak	Ya	Ya	Ya	Tidak	Tidak	Tidak	Tidak	Tidak	Ya	Tidak	Tidak	Tidak	Tidak	Tidak	Ya	Tidak	Tidak	Tidak
https://www.sewakost.com/jakarta/selatan/kost-dan-kontrakan-nyaman-asri-dan-aman-di-daerah-cilandak-jagakarsa-kebagusan-93346.html	Kost dan kontrakan nyaman, Asri dan aman di daerah Cilandak, Jagakarsa, Kebagusan	2500000	Kost Campur	Jl. Kecapi V No. 22 RT 006/005, Cilandak, Jagakarsa, Jakarta Selatan.	Ya	Tidak	Ya	Ya	Tidak	Tidak	Tidak	Tidak	Ya	Ya	Ya	Tidak	Tidak	Tidak	Tidak	Ya	Tidak	Tidak	Tidak
https://www.sewakost.com/jakarta/selatan/kost-putra-hj-zakiyah-93348.html	Kost Putra Hj Zakiyah	500000	Kost Putra	Jl panjang cidodol rt.005/013 no.9 kebayoran lama jakarta selatan	Tidak	Tidak	Tidak	Ya	Tidak	Tidak	Tidak	Tidak	Tidak	Ya	Tidak	Tidak	Tidak	Tidak	Tidak	Tidak	Tidak	Tidak	Tidak
https://www.sewakost.com/jakarta/selatan/kontrak-kos-exclusive-jagakarsa-93084.html	Kontrak Kos Exclusive Jagakarsa	4000000	Kost Pasutri	Jalan Timbul Raya no 57	Ya	Ya	Ya	Ya	Ya	Ya	Ya	Tidak	Ya	Ya	Ya	Ya	Ya	Ya	Ya	Ya	Ya	Tidak	Ya
https://www.sewakost.com/jakarta/selatan/ss-homes-executive-rooms-92961.html	SS HOMES EXECUTIVE ROOMS	3500000	Kost Campur	jl.panglima polim XI NO.17 melawai kebayoran baru jakarta selatan	Ya	Ya	Ya	Ya	Ya	Ya	Ya	Tidak	Ya	Ya	Ya	Ya	Ya	Tidak	Ya	Ya	Tidak	Ya	Tidak
https://www.sewakost.com/jakarta/selatan/kost-idaman-sebrang-mal-kota-kasablanka-92944.html	KOST IDAMAN SEBRANG MAL KOTA KASABLANKA	2600000	Kost Campur	Jl. Palbatu Batu Raya No. 46, Menteng Dalam, Jakarta Selatan (Depan Mall Kota Kasablanka)	Ya	Tidak	Ya	Ya	Ya	Ya	Ya	Tidak	Ya	Ya	Ya	Ya	Ya	Ya	Tidak	Ya	Tidak	Tidak	Ya
https://www.sewakost.com/jakarta/selatan/amanda-kost-92798.html	Amanda kost 	600000	Kost Campur	Jalan assakinah no 11 RT 11 rw 02 Kebagusan pasar Minggu	Tidak	Ya	Tidak	Ya	Tidak	Tidak	Tidak	Tidak	Tidak	Tidak	Tidak	Tidak	Ya	Tidak	Tidak	Tidak	Tidak	Tidak	Tidak
https://www.sewakost.com/jakarta/selatan/rumah-salam-mutiara-ragunan-92794.html	Rumah Salam @ Mutiara Ragunan	1800000	Kost Putra	Cluster Mutiara Ragunan No. 1E, Jl. RM. Harsono	Ya	Tidak	Ya	Ya	Ya	Tidak	Tidak	Tidak	Ya	Ya	Tidak	Tidak	Ya	Tidak	Tidak	Ya	Tidak	Tidak	Tidak
https://www.sewakost.com/jakarta/selatan/rumah-salam-mutiara-ragunan-92793.html	Rumah Salam @ Mutiara Ragunan	1500000	Kost Putra	Cluster Mutiara Ragunan No. 1E, Jl. RM. Harsono	Tidak	Tidak	Ya	Ya	Ya	Tidak	Tidak	Tidak	Ya	Ya	Tidak	Tidak	Ya	Tidak	Tidak	Ya	Tidak	Tidak	Tidak
https://www.sewakost.com/jakarta/selatan/amanda-kost-92792.html	Amanda kost 	600000	Kost Campur	Jalan assakinah no 11 RT 11 rw 02 Kebagusan pasar Minggu	Tidak	Ya	Tidak	Ya	Tidak	Tidak	Tidak	Tidak	Ya	Ya	Tidak	Tidak	Ya	Tidak	Tidak	Tidak	Tidak	Tidak	Tidak
https://www.sewakost.com/jakarta/selatan/disewakan-kamar-kos-exlcusive-92648.html	Disewakan kamar kos exlcusive 	4500000	Kost Pasutri	jagakarsa jakarta selatan	Ya	Ya	Ya	Ya	Ya	Ya	Ya	Tidak	Ya	Ya	Ya	Ya	Ya	Ya	Ya	Ya	Tidak	Tidak	Ya
https://www.sewakost.com/jakarta/selatan/di-sewakan-kostan-di-jakarta-selatan-jagakarsa-lenteng-agung-92585.html	DI SEWAKAN KOSTAN DI JAKARTA SELATAN JAGAKARSA LENTENG AGUNG	1200000	Kost Putri	Jl pepaya IV jagakarsa jakarta selatan	Tidak	Tidak	Ya	Tidak	Tidak	Tidak	Tidak	Tidak	Tidak	Ya	Tidak	Tidak	Tidak	Tidak	Tidak	Ya	Tidak	Tidak	Tidak
https://www.sewakost.com/jakarta/selatan/kost-92141.html	Kost	2000000	Kost Campur	Jl. Pondok Jaya 2 No. 16 B Pela Mampang  Jak-Sel	Ya	Tidak	Ya	Ya	Ya	Tidak	Ya	Tidak	Tidak	Ya	Tidak	Tidak	Tidak	Tidak	Tidak	Ya	Tidak	Tidak	Tidak
https://www.sewakost.com/jakarta/selatan/kost-lenteng-agung-quot-khusus-wanita-quot-91786.html	"KOST LENTENG AGUNG  ""Khusus Wanita"""	800000	Kost Putri	Jl.Guru No.21 Rt.006/ 002, Lenteng Agung Jakarta Selatan	Ya	Ya	Ya	Ya	Tidak	Tidak	Tidak	Tidak	Ya	Ya	Tidak	Ya	Ya	Tidak	Tidak	Ya	Tidak	Tidak	Tidak
https://www.sewakost.com/jakarta/selatan/kost-eksklusif-setiabudi-91050.html	KOST EKSKLUSIF SETIABUDI	3500000	Kost Campur	Jl. Guntur No.16A, RT.8/RW.1, Guntur, Kecamatan Setiabudi, Kota Jakarta Selatan	Ya	Ya	Ya	Ya	Ya	Ya	Ya	Tidak	Ya	Ya	Ya	Ya	Ya	Ya	Ya	Ya	Tidak	Tidak	Tidak
https://www.sewakost.com/jakarta/selatan/kost-ibu-halimah-90626.html	Kost Ibu Halimah	2000000	Kost Campur	Jl. Seha No.90 RT.09 RW.010 Kebayoran Lama, Grogol Selatan	Ya	Tidak	Ya	Ya	Tidak	Tidak	Tidak	Tidak	Tidak	Ya	Tidak	Tidak	Tidak	Tidak	Tidak	Tidak	Tidak	Tidak	Tidak
https://www.sewakost.com/jakarta/selatan/terima-kost-wanita-90610.html	Terima Kost Wanita	600000	Kost Putri	Jalan H. AMSAR NO.24 RT. 15 RW.5 KELURAHAN CIPULIR KECAMATAN KEBAYORAN LAMA. JAKSEL (BELAKANG PASAR SAYUR CIPULIR)	Tidak	Tidak	Tidak	Ya	Tidak	Tidak	Tidak	Tidak	Tidak	Tidak	Tidak	Tidak	Tidak	Tidak	Tidak	Tidak	Tidak	Tidak	Tidak
https://www.sewakost.com/jakarta/selatan/terima-kost-wanita-90609.html	Terima Kost Wanita	600000	Kost Putri	Jalan H. AMSAR NO.24 RT. 15 RW.5 KELURAHAN CIPULIR KECAMATAN KEBAYORAN LAMA. JAKSEL (BELAKANG PASAR SAYUR CIPULIR)	Tidak	Tidak	Ya	Ya	Tidak	Tidak	Tidak	Tidak	Tidak	Tidak	Tidak	Tidak	Tidak	Tidak	Tidak	Tidak	Tidak	Tidak	Tidak
https://www.sewakost.com/jakarta/selatan/kos-putri-90147.html	Kos Putri	1500000	Kost Putri	Jl Kesehatan VB No12 Bintaro Jakarta Selatan	Tidak	Tidak	Ya	Ya	Ya	Tidak	Tidak	Tidak	Tidak	Ya	Ya	Ya	Ya	Tidak	Tidak	Ya	Tidak	Tidak	Ya
https://www.sewakost.com/jakarta/selatan/angsana-kost-putri-90085.html	Angsana Kost Putri	1200000	Kost Putri	Jl. Bango III No.14B, RT.14/RW.3, Pd. Labu, Kec. Cilandak, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12450	Tidak	Ya	Tidak	Ya	Tidak	Tidak	Tidak	Tidak	Ya	Ya	Ya	Ya	Ya	Tidak	Tidak	Ya	Tidak	Ya	Tidak
https://www.sewakost.com/jakarta/selatan/kost-putri-menteng-atas-selatan-bangunan-baru-dekat-mall-kokas-kota-kasablanka-89814.html	Kost Putri Menteng Atas Selatan Bangunan Baru Dekat Mall Kokas Kota Kasablanka	1500000	Kost Putri	Jln Menteng Atas Selatan Gg 8 No 40 RT14 RW05 Setiabudi Jakarta Selatan Dekat Masjid Bakrie Belakang Kokas Kota Kasablanka Rasuna Apartemen Epicentrum Kuningan	Ya	Tidak	Ya	Ya	Ya	Tidak	Tidak	Tidak	Ya	Ya	Ya	Tidak	Ya	Tidak	Tidak	Tidak	Tidak	Tidak	Tidak
https://www.sewakost.com/jakarta/selatan/dikontrakan-rumah-89675.html	Dikontrakan rumah	2650000	Kost Pasutri	jln mampang prapatan 5	Tidak	Tidak	Tidak	Tidak	Tidak	Tidak	Tidak	Tidak	Tidak	Tidak	Tidak	Tidak	Tidak	Tidak	Tidak	Tidak	Tidak	Tidak	Tidak
https://www.sewakost.com/jakarta/selatan/kost-dan-kontrakan-terjangkau-di-cilandak-jakarta-selatan-89544.html	kost dan kontrakan terjangkau di cilandak jakarta selatan	2500000	Kost Campur	jl, kecapi V no.22, rt.006/005, cilandak, jagakarsa, jakarta selatan	Ya	Tidak	Ya	Ya	Tidak	Tidak	Tidak	Tidak	Ya	Ya	Ya	Tidak	Ya	Tidak	Tidak	Ya	Tidak	Tidak	Tidak
https://www.sewakost.com/jakarta/selatan/terima-kost-putri-exclusive-white-kost-tebet-barat-jakarta-selatan-89167.html	TERIMA KOST PUTRI Exclusive White Kost Tebet Barat Jakarta Selatan	1900000	Kost Putri	Jl. Tebet Barat Dalam VI G no. 5, RT. 008/RW. 004, Kel. Tebet Barat, Tebet, Jakarta Selatan 12810.	Ya	Ya	Ya	Ya	Ya	Ya	Tidak	Tidak	Ya	Ya	Tidak	Ya	Ya	Tidak	Ya	Ya	Tidak	Ya	Tidak
https://www.sewakost.com/jakarta/selatan/kos-khusus-wanita-88690.html	Kos khusus wanita	3500000	Kost Pasutri	Jl Kesehatan VB No 12 Bintaro Jakarta Selatan 12330	Ya	Ya	Ya	Ya	Ya	Ya	Tidak	Tidak	Tidak	Tidak	Ya	Tidak	Ya	Tidak	Tidak	Ya	Tidak	Tidak	Ya
https://www.sewakost.com/jakarta/selatan/easthouse-residence-88223.html	EASTHOUSE Residence 	4000000	Kost Campur	Jalan Pedurenan Mesjid 1no.13 Jakarta Selatan	Ya	Ya	Ya	Ya	Ya	Ya	Ya	Ya	Ya	Ya	Tidak	Ya	Ya	Ya	Ya	Ya	Ya	Tidak	Tidak
https://www.sewakost.com/jakarta/selatan/kost-karyawati-88147.html	Kost Karyawati	600000	Kost Putri	Jl. Baru gg Saribena No.11 Rt.001/003, Kebayoran Lama Utara, Jakarta Selatan	Tidak	Ya	Tidak	Tidak	Tidak	Tidak	Tidak	Tidak	Tidak	Ya	Tidak	Tidak	Ya	Tidak	Tidak	Tidak	Tidak	Tidak	Tidak
https://www.sewakost.com/jakarta/selatan/kost-pintu-biru-ampera-87617.html	Kost Pintu Biru Ampera	1500000	Kost Campur	Jl Ampera I No 32, Kemang Jakarta Selatan	Tidak	Ya	Tidak	Ya	Tidak	Tidak	Tidak	Tidak	Tidak	Ya	Tidak	Tidak	Tidak	Tidak	Tidak	Ya	Tidak	Tidak	Tidak
https://www.sewakost.com/jakarta/selatan/kost-murah-di-cengkareng-87615.html	kost murah di cengkareng	1500000	Kost Putra	jakarta	Ya	Ya	Ya	Ya	Ya	Ya	Ya	Ya	Ya	Ya	Ya	Ya	Ya	Ya	Ya	Ya	Ya	Ya	Ya
https://www.sewakost.com/jakarta/selatan/rita-kost-87603.html	Rita Kost	700000	Kost Campur	Gang Haji Raidi RT/RW 09/04 nomor 51 Lenteng agung, Jagakarsa, Jakarta Selatan	Tidak	Tidak	Ya	Ya	Tidak	Ya	Tidak	Tidak	Tidak	Ya	Tidak	Tidak	Ya	Tidak	Tidak	Tidak	Tidak	Tidak	Ya
https://www.sewakost.com/jakarta/selatan/kost-murah-jakarta-selatan-87508.html	Kost Murah Jakarta Selatan 	650000	Kost Putra	Jl. Tanah Kusir 2 Kel. Kebayoran Lama Selatan Kec. Kebayoran Lama Kota Jakarta Selatan	Tidak	Tidak	Tidak	Ya	Tidak	Tidak	Tidak	Tidak	Tidak	Ya	Tidak	Tidak	Tidak	Tidak	Tidak	Tidak	Tidak	Tidak	Tidak
https://www.sewakost.com/jakarta/selatan/kost-putri-di-radio-dalam-dekat-pondok-indah-dan-gandaria-city-87252.html	Kost Putri di Radio Dalam dekat Pondok Indah dan Gandaria City	2500000	Kost Putri	Jl. Dwijaya II No. 32 A Jakarta Selatan 12140	Ya	Ya	Ya	Ya	Ya	Ya	Ya	Tidak	Ya	Ya	Ya	Tidak	Ya	Tidak	Tidak	Tidak	Tidak	Tidak	Tidak
https://www.sewakost.com/jakarta/selatan/kost-putra-sederhana-87083.html	Kost Putra Sederhana	550000	Kost Putra	Gang Poncol Jaya no. 55 RT 013 RW 005 Kuningan Barat	Tidak	Tidak	Tidak	Tidak	Tidak	Tidak	Tidak	Tidak	Tidak	Tidak	Tidak	Tidak	Tidak	Tidak	Tidak	Tidak	Tidak	Tidak	Tidak
https://www.sewakost.com/jakarta/selatan/amanda-kost-87017.html	Amanda kost 	600000	Kost Campur	Jalan assakinah no 11 RT 11 rw 02 Kebagusan pasar Minggu	Tidak	Ya	Tidak	Ya	Tidak	Tidak	Tidak	Tidak	Tidak	Tidak	Tidak	Tidak	Tidak	Ya	Tidak	Tidak	Tidak	Tidak	Tidak
https://www.sewakost.com/jakarta/selatan/kost-menteng-dalam-tebet-sudah-termasuk-listrik-tanpa-token-wifi-86928.html	Kost Menteng Dalam, Tebet , Sudah Termasuk Listrik (Tanpa Token), WiFi	1550000	Kost Campur	Menteng Dalam, Tebet	Ya	Ya	Ya	Ya	Ya	Tidak	Tidak	Tidak	Ya	Ya	Tidak	Tidak	Ya	Ya	Tidak	Tidak	Tidak	Tidak	Tidak
https://www.sewakost.com/jakarta/selatan/kost-luwes-bacang-86883.html	Kost Luwes Bacang	850000	Kost Campur	Jl Bacang 1 no 15, Mayestik, Kebayoran baru, Jakarta selatan	Ya	Tidak	Tidak	Tidak	Ya	Ya	Tidak	Ya	Tidak	Ya	Ya	Ya	Ya	Tidak	Tidak	Ya	Ya	Tidak	Tidak
https://www.sewakost.com/jakarta/selatan/kost-putri-lenteng-agung-lokasi-strategis-86834.html	Kost Putri Lenteng Agung Lokasi Strategis	1400000	Kost Putri	Jl. Syukur No.31A Lenteng Agung, Jakarta Selatan	Ya	Ya	Ya	Ya	Ya	Tidak	Tidak	Tidak	Ya	Tidak	Tidak	Tidak	Ya	Tidak	Tidak	Tidak	Tidak	Tidak	Tidak
https://www.sewakost.com/jakarta/selatan/kost-kmc-campur-86777.html	KOST KMC (Campur)	2000000	Kost Campur	Jl. Cipinang Besar Raya NO.20, Kec. Jatinegara, Kota Jakarta Selatan	Ya	Ya	Ya	Ya	Tidak	Tidak	Tidak	Tidak	Ya	Ya	Ya	Ya	Ya	Ya	Tidak	Ya	Ya	Ya	Tidak
https://www.sewakost.com/jakarta/selatan/kost-khusus-wanita-kebayoran-baru-86640.html	Kost Khusus Wanita - Kebayoran Baru	2000000	Kost Putri	Jl Cikatomas I No 10, Kebayoran Baru, Jakarta Selatan 12180	Ya	Ya	Tidak	Ya	Ya	Tidak	Tidak	Tidak	Ya	Tidak	Tidak	Tidak	Ya	Ya	Ya	Tidak	Ya	Ya	Tidak
https://www.sewakost.com/jakarta/selatan/indekos-ibu-firman-86517.html	Indekos Ibu Firman	950000	Kost Putri	Jalan Damarsari 3 No. 29 Jatipadang Pasar Minggu Jaksel 12540	Ya	Tidak	Ya	Tidak	Ya	Tidak	Tidak	Tidak	Ya	Ya	Ya	Tidak	Ya	Tidak	Tidak	Ya	Tidak	Tidak	Tidak
https://www.sewakost.com/jakarta/selatan/kos-salihara-13-86499.html	Kos Salihara 13 	1250000	Kost Putri	Jl. Salihara No 13 Ps. Minggu Jakarta Selatan (samping rumah Yatim Mizan Amanah)	Ya	Ya	Ya	Ya	Tidak	Tidak	Tidak	Tidak	Tidak	Ya	Ya	Tidak	Tidak	Tidak	Tidak	Tidak	Tidak	Tidak	Tidak
https://www.sewakost.com/jakarta/selatan/rks-kost-cilandak-kko-86490.html	RKS Kost Cilandak KKO	2500000	Kost Campur	Jl. Raya Cilandak KKO No. 1B Ragunan Pasar Minggu Jakarta Selatan	Ya	Ya	Ya	Ya	Tidak	Ya	Ya	Tidak	Ya	Ya	Ya	Ya	Ya	Ya	Tidak	Ya	Tidak	Ya	Tidak
https://www.sewakost.com/jakarta/selatan/kost-ayu-jatayu-86301.html	KOST AYU JATAYU	600000	Kost Putri	JL. JATAYU 2 NO. 37 KEBAYORAN LAMA SELATAN, KENAYORAN LAMA, JAKARTA SELATAN	Tidak	Ya	Ya	Ya	Tidak	Tidak	Tidak	Tidak	Tidak	Ya	Ya	Tidak	Ya	Tidak	Tidak	Tidak	Ya	Tidak	Tidak
https://www.sewakost.com/jakarta/selatan/kost-wanita-eksklusif-kemang-jakarta-selatan-86279.html	Kost Wanita Eksklusif Kemang, Jakarta Selatan	2800000	Kost Putri	Jalan Ampera Raya Kavling Polri  D2	Ya	Ya	Ya	Ya	Ya	Ya	Ya	Tidak	Ya	Tidak	Ya	Ya	Ya	Ya	Ya	Ya	Ya	Ya	Ya
https://www.sewakost.com/jakarta/selatan/kost-murah-setiabudi-full-85984.html	Kost murah setiabudi ( Full )	1650000	Kost Campur	Jl. H. Ilyas 1 No.25, RT.15/RW.7, Kuningan, Karet Kuningan, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12940	Ya	Ya	Ya	Tidak	Ya	Ya	Tidak	Tidak	Tidak	Tidak	Tidak	Tidak	Tidak	Tidak	Tidak	Tidak	Ya	Tidak	Tidak
